TransactionID,Date,BranchID,ServiceID,Quantity,Revenue,CustomerType
T05702,2022-08-30,F005,S002,2,56.0,Member
T05703,2022-04-22,F002,S011,1,28.0,Non-Member
T05704,2022-06-08,F007,S012,1,28.0,
T05705,2022-06-15,F007,S020,3,60.0,Trial
T05706,2022-12-20,F004,S018,1,129.0,
T05707,2022-05-17,F005,S016,2,160.0,Member
T05708,2022-04-27,F005,S003,1,20.0,
T05709,2022-05-03,F009,S023,3,74.97,Non-Member
T05710,2022-05-15,F002,S001,2,44.0,Trial
T05711,2022-08-23,F003,S020,3,60.0,Trial
T05712,2022-08-04,F007,S012,2,56.0,Non-Member
T05713,2022-01-22,F007,S016,3,240.0,Member
T05714,2022-05-01,F004,S007,2,70.0,Trial
T05715,2022-12-15,F008,S015,2,90.0,Trial
T05716,2022-02-18,F001,S024,3,18.0,Trial
T05717,2022-04-14,F008,S004,3,75.0,Member
T05718,2022-09-24,F003,S023,1,24.99,Member
T05719,2022-04-22,F005,S002,3,84.0,Non-Member
T05720,2022-06-21,F009,S006,2,50.0,
T05721,2022-09-06,F004,S022,3,13.5,Non-Member
T05722,2022-01-28,F004,S003,3,60.0,Member
T05723,2022-08-12,F007,S013,2,70.0,Trial
T05724,2022-12-26,F006,S004,3,,Trial
T05725,2022-09-01,F009,S017,2,180.0,Trial
T05726,2022-09-27,F009,S017,2,180.0,Trial
T05727,2022-09-14,F008,S020,3,60.0,Trial
T05728,2022-08-27,F008,S003,1,20.0,Trial
T05729,2022-11-03,F002,S015,3,135.0,Trial
T05730,2022-08-02,F002,S021,3,25.5,Member
T05731,2022-07-12,F003,S008,3,,Trial
T05732,2022-02-19,F001,S018,1,129.0,Non-Member
T05733,2022-03-10,F008,S022,3,,Trial
T05734,2022-07-20,F009,S014,3,225.0,
T05735,2022-03-16,F001,S001,1,22.0,Non-Member
T05736,2022-07-17,F006,S002,3,84.0,Non-Member
T05737,2022-01-26,F006,S005,2,60.0,Member
T05738,2022-02-19,F005,S025,1,45.0,Member
T05739,2022-08-15,F007,S012,1,28.0,Non-Member
T05740,2022-04-21,F006,S006,3,75.0,Trial
T05741,2022-11-04,F006,S016,2,160.0,Member
T05742,2022-05-08,F007,S023,1,24.99,Member
T05743,2022-10-04,F005,S021,3,,Non-Member
T05744,2022-10-30,F008,S002,2,56.0,Trial
T05745,2022-04-16,F009,S014,3,225.0,Trial
T05746,2022-07-23,F002,S005,3,90.0,Trial
T05747,2022-07-30,F008,S013,1,35.0,Member
T05748,2022-11-22,F004,S011,2,56.0,Trial
T05749,2022-07-26,F002,S009,3,72.0,Non-Member
T05750,2022-03-03,F006,S024,1,6.0,Non-Member
T05751,2022-12-17,F005,S018,1,129.0,Trial
T05752,2022-05-06,F002,S006,1,25.0,Member
T05753,2022-09-24,F006,S019,1,1299.0,Member
T05754,2022-06-09,F001,S025,1,,Non-Member
T05755,2022-05-24,F002,S022,2,9.0,
T05756,2022-04-21,F007,S023,2,49.98,Non-Member
T05757,2022-05-05,F008,S024,1,6.0,Non-Member
T05758,2022-02-09,F004,S010,3,78.0,Non-Member
T05759,2022-06-09,F002,S010,3,78.0,Trial
T05760,2022-03-05,F009,S019,1,1299.0,Trial
T05761,2022-07-21,F003,S003,2,40.0,Trial
T05762,2022-11-07,F005,S024,1,6.0,Non-Member
T05763,2022-02-20,F001,S004,2,50.0,Non-Member
T05764,2022-09-11,F005,S018,1,129.0,Non-Member
T05765,2022-02-11,F006,S003,2,40.0,Trial
T05766,2022-01-11,F008,S022,3,13.5,Trial
T05767,2022-05-01,F002,S008,1,22.0,Trial
T05768,2022-12-18,F001,S022,3,13.5,Trial
T05769,2022-10-28,F007,S003,3,60.0,Trial
T05770,2022-12-24,F006,S003,3,60.0,Trial
T05771,2022-07-20,F003,S016,1,80.0,Trial
T05772,2022-06-29,F008,S002,2,56.0,Trial
T05773,2022-12-20,F009,S023,2,49.98,Trial
T05774,2022-03-25,F004,S015,3,135.0,Trial
T05775,2022-12-23,F008,S015,1,45.0,Trial
T05776,2022-03-04,F003,S003,3,60.0,Non-Member
T05777,2022-12-22,F002,S016,2,160.0,Trial
T05778,2022-01-01,F008,S021,1,8.5,Member
T05779,2022-03-07,F003,S021,2,17.0,Trial
T05780,2022-03-24,F005,S010,2,52.0,Non-Member
T05781,2022-08-15,F009,S010,1,26.0,Member
T05782,2022-12-25,F001,S008,3,66.0,Trial
T05783,2022-09-14,F001,S014,2,150.0,Trial
T05784,2022-06-24,F005,S024,3,18.0,Member
T05785,2022-12-04,F009,S014,3,225.0,Trial
T05786,2022-11-04,F009,S016,3,240.0,Trial
T05787,2022-11-05,F004,S023,1,,Member
T05788,2022-04-18,F003,S006,2,50.0,Trial
T05789,2022-09-14,F008,S001,3,66.0,Non-Member
T05790,2022-08-29,F006,S012,3,84.0,Trial
T05791,2022-09-30,F006,S010,2,,Trial
T05792,2022-12-28,F007,S011,1,28.0,Member
T05793,2022-10-24,F003,S009,3,72.0,Trial
T05794,2022-05-28,F004,S001,3,66.0,Member
T05795,2022-04-24,F003,S005,1,30.0,Trial
T05796,2022-08-24,F006,S001,2,44.0,Member
T05797,2022-03-12,F003,S014,2,150.0,Trial
T05798,2022-05-03,F006,S024,1,6.0,Trial
T05799,2022-06-11,F006,S024,3,18.0,Trial
T05800,2022-04-29,F002,S010,3,78.0,Non-Member
T05801,2022-12-04,F007,S014,1,75.0,Non-Member
T05802,2022-12-03,F005,S016,2,160.0,Trial
T05803,2022-01-02,F004,S018,1,,Non-Member
T05804,2022-12-15,F009,S002,2,,Member
T05805,2022-02-01,F001,S005,2,60.0,Trial
T05806,2022-09-27,F009,S022,2,9.0,Trial
T05807,2022-02-27,F008,S021,3,25.5,Non-Member
T05808,2022-11-03,F007,S020,2,40.0,Non-Member
T05809,2022-12-03,F004,S025,3,135.0,
T05810,2022-05-06,F009,S007,3,105.0,Non-Member
T05811,2022-09-27,F008,S014,3,225.0,Non-Member
T05812,2022-10-10,F007,S017,3,,Non-Member
T05813,2022-06-26,F009,S004,2,50.0,Non-Member
T05814,2022-10-13,F007,S018,1,129.0,Member
T05815,2022-07-13,F006,S006,3,75.0,Non-Member
T05816,2022-05-08,F006,S002,2,56.0,Non-Member
T05817,2022-09-03,F009,S016,1,80.0,Trial
T05818,2022-03-10,F002,S019,1,1299.0,Member
T05819,2022-07-12,F009,S009,3,72.0,Trial
T05820,2022-01-16,F004,S007,2,70.0,Non-Member
T05821,2022-11-01,F006,S002,3,84.0,Trial
T05822,2022-08-26,F003,S024,1,6.0,Trial
T05823,2022-12-06,F007,S006,3,75.0,Member
T05824,2022-01-29,F008,S013,2,70.0,Trial
T05825,2022-08-16,F009,S014,2,150.0,Non-Member
T05826,2022-12-26,F008,S003,3,60.0,Member
T05827,2022-11-08,F001,S012,3,84.0,
T05828,2022-05-16,F007,S017,3,270.0,Non-Member
T05829,2022-04-22,F001,S012,1,,Trial
T05830,2022-05-24,F001,S022,2,9.0,Non-Member
T05831,2022-05-12,F003,S013,1,35.0,Member
T05832,2022-12-30,F004,S008,1,22.0,Trial
T05833,2022-10-12,F008,S016,1,80.0,Trial
T05834,2022-06-29,F002,S017,3,270.0,Trial
T05835,2022-11-07,F002,S020,3,60.0,Trial
T05836,2022-07-21,F002,S007,1,35.0,Trial
T05837,2022-01-11,F007,S008,2,44.0,Trial
T05838,2022-04-04,F005,S015,2,90.0,
T05839,2022-11-03,F009,S012,2,56.0,Non-Member
T05840,2022-07-23,F009,S011,1,28.0,Member
T05841,2022-08-27,F003,S018,1,129.0,Trial
T05842,2022-04-27,F009,S021,3,25.5,Trial
T05843,2022-09-26,F001,S001,3,66.0,Trial
T05844,2022-08-11,F003,S023,2,49.98,Trial
T05845,2022-12-20,F001,S011,1,28.0,Trial
T05846,2022-11-12,F001,S010,3,78.0,
T05847,2022-04-25,F006,S024,3,18.0,Trial
T05848,2022-07-11,F005,S008,2,44.0,Trial
T05849,2022-05-01,F007,S010,3,78.0,Trial
T05850,2022-02-21,F001,S016,2,160.0,Trial
T05851,2022-08-22,F003,S005,1,30.0,Non-Member
T05852,2022-12-24,F007,S010,2,52.0,Member
T05853,2022-06-15,F004,S008,1,22.0,Member
T05854,2022-03-17,F008,S001,1,22.0,Trial
T05855,2022-07-06,F001,S016,2,160.0,Trial
T05856,2022-12-21,F007,S023,3,74.97,Non-Member
T05857,2022-10-03,F001,S011,1,28.0,Trial
T05858,2022-07-03,F004,S018,1,,Trial
T05859,2022-11-29,F001,S004,2,50.0,Member
T05860,2022-03-21,F001,S016,2,160.0,Member
T05861,2022-01-28,F001,S013,3,105.0,Member
T05862,2022-06-28,F006,S017,2,180.0,Non-Member
T05863,2022-10-27,F003,S005,2,60.0,Trial
T05864,2022-06-13,F006,S014,2,150.0,Non-Member
T05865,2022-04-19,F003,S005,1,30.0,Trial
T05866,2022-10-02,F005,S009,1,24.0,Non-Member
T05867,2022-11-15,F006,S021,1,8.5,Trial
T05868,2022-07-25,F004,S007,1,35.0,Non-Member
T05869,2022-10-10,F002,S011,2,56.0,Trial
T05870,2022-10-28,F001,S016,1,80.0,Trial
T05871,2022-12-04,F007,S020,2,40.0,Member
T05872,2022-01-07,F007,S007,2,70.0,Member
T05873,2022-11-30,F002,S005,3,90.0,Trial
T05874,2022-05-30,F001,S023,3,74.97,Member
T05875,2022-02-02,F008,S007,1,,
T05876,2022-10-23,F004,S017,1,90.0,Member
T05877,2022-05-22,F006,S005,3,90.0,
T05878,2022-09-23,F007,S005,3,90.0,
T05879,2022-01-04,F003,S018,1,129.0,Trial
T05880,2022-01-29,F006,S005,1,,Trial
T05881,2022-01-25,F006,S013,1,35.0,Non-Member
T05882,2022-02-24,F002,S005,3,90.0,Trial
T05883,2022-01-28,F005,S023,3,,Trial
T05884,2022-09-28,F007,S011,2,56.0,Member
T05885,2022-10-08,F005,S009,1,24.0,Non-Member
T05886,2022-10-06,F007,S012,2,,Trial
T05887,2022-02-05,F003,S016,3,240.0,Member
T05888,2022-12-18,F006,S009,3,72.0,Trial
T05889,2022-06-06,F009,S016,1,80.0,Trial
T05890,2022-07-24,F007,S005,1,30.0,Member
T05891,2022-01-25,F006,S013,1,35.0,Trial
T05892,2022-05-20,F007,S004,2,50.0,Member
T05893,2022-02-19,F003,S025,3,135.0,Non-Member
T05894,2022-06-21,F001,S014,2,150.0,
T05895,2022-07-12,F007,S002,2,56.0,Member
T05896,2022-06-28,F001,S017,2,180.0,Trial
T05897,2022-12-23,F008,S014,2,150.0,Trial
T05898,2022-10-03,F004,S016,3,240.0,Non-Member
T05899,2022-10-26,F002,S020,2,40.0,Trial
T05900,2022-05-17,F004,S015,1,45.0,Member
T05901,2022-12-27,F004,S011,1,28.0,Member
T05902,2022-12-22,F007,S001,3,66.0,Member
T05903,2022-01-14,F003,S015,2,90.0,Trial
T05904,2022-09-12,F002,S025,2,90.0,Non-Member
T05905,2022-05-09,F004,S006,1,25.0,Member
T05906,2022-02-08,F001,S005,2,60.0,Trial
T05907,2022-12-11,F003,S008,2,44.0,
T05908,2022-04-09,F009,S004,1,25.0,Non-Member
T05909,2022-01-04,F009,S008,1,22.0,Trial
T05910,2022-07-09,F003,S008,2,44.0,Member
T05911,2022-04-17,F005,S013,1,35.0,Non-Member
T05912,2022-04-03,F009,S015,2,90.0,Non-Member
T05913,2022-07-06,F007,S011,2,56.0,
T05914,2022-07-31,F009,S002,3,84.0,Trial
T05915,2022-10-11,F001,S002,1,28.0,Trial
T05916,2022-10-12,F006,S023,1,24.99,Member
T05917,2022-06-17,F008,S012,1,28.0,Member
T05918,2022-06-10,F005,S008,3,66.0,Trial
T05919,2022-08-21,F009,S004,3,75.0,Member
T05920,2022-09-04,F008,S020,3,60.0,Trial
T05921,2022-11-14,F002,S010,3,78.0,Member
T05922,2022-06-27,F002,S010,2,52.0,Trial
T05923,2022-07-28,F002,S020,3,60.0,Trial
T05924,2022-05-10,F002,S015,1,45.0,Member
T05925,2022-01-02,F007,S012,2,56.0,Non-Member
T05926,2022-07-22,F007,S014,3,225.0,Trial
T05927,2022-05-29,F006,S022,2,9.0,Non-Member
T05928,2022-11-21,F007,S008,2,44.0,Trial
T05929,2022-08-06,F007,S012,3,84.0,Trial
T05930,2022-11-13,F001,S006,3,75.0,Non-Member
T05931,2022-05-22,F005,S025,1,,Non-Member
T05932,2022-10-15,F002,S014,1,75.0,Non-Member
T05933,2022-07-15,F007,S009,3,72.0,Trial
T05934,2022-11-11,F002,S017,3,270.0,
T05935,2022-02-19,F005,S013,1,35.0,
T05936,2022-07-26,F004,S023,2,49.98,Member
T05937,2022-12-04,F006,S025,1,45.0,Non-Member
T05938,2022-02-14,F006,S003,3,60.0,Non-Member
T05939,2022-02-09,F004,S012,2,56.0,Member
T05940,2022-02-25,F008,S001,1,22.0,Trial
T05941,2022-09-17,F005,S016,1,80.0,Trial
T05942,2022-06-07,F008,S019,1,1299.0,Non-Member
T05943,2022-08-17,F003,S024,1,6.0,Non-Member
T05944,2022-11-14,F002,S016,2,160.0,Member
T05945,2022-11-09,F007,S018,1,129.0,Non-Member
T05946,2022-03-29,F006,S017,3,270.0,Trial
T05947,2022-12-08,F009,S009,3,72.0,Non-Member
T05948,2022-03-03,F004,S021,3,25.5,Trial
T05949,2022-12-23,F008,S010,1,26.0,Trial
T05950,2022-06-07,F008,S009,1,24.0,Trial
T05951,2022-04-10,F008,S005,3,90.0,Trial
T05952,2022-02-23,F008,S012,2,56.0,Trial
T05953,2022-08-13,F008,S019,1,1299.0,Member
T05954,2022-07-17,F002,S017,1,90.0,Trial
T05955,2022-05-15,F003,S011,1,28.0,Member
T05956,2022-09-17,F001,S020,2,40.0,Trial
T05957,2022-06-20,F006,S003,3,60.0,Non-Member
T05958,2022-05-29,F002,S012,1,28.0,Trial
T05959,2022-05-02,F005,S018,1,129.0,Trial
T05960,2022-01-04,F002,S014,1,75.0,Trial
T05961,2022-01-25,F007,S009,3,,Member
T05962,2022-06-05,F005,S011,1,,Non-Member
T05963,2022-09-10,F006,S006,1,25.0,Member
T05964,2022-07-04,F007,S020,1,20.0,Trial
T05965,2022-08-11,F002,S013,3,105.0,Trial
T05966,2022-02-09,F006,S016,1,80.0,Non-Member
T05967,2022-09-01,F007,S017,2,180.0,Member
T05968,2022-11-13,F002,S007,2,,Member
T05969,2022-11-19,F008,S017,1,90.0,Member
T05970,2022-11-13,F001,S016,1,80.0,Trial
T05971,2022-09-04,F002,S022,2,9.0,Trial
T05972,2022-02-22,F005,S019,1,1299.0,Trial
T05973,2022-02-20,F005,S019,1,1299.0,Trial
T05974,2022-06-17,F009,S025,1,45.0,Trial
T05975,2022-04-19,F007,S018,1,129.0,Member
T05976,2022-08-28,F003,S020,2,,Trial
T05977,2022-02-09,F009,S002,3,84.0,Trial
T05978,2022-05-04,F009,S017,1,90.0,Trial
T05979,2022-10-04,F005,S017,1,90.0,Trial
T05980,2022-03-28,F004,S021,1,8.5,Member
T05981,2022-08-22,F001,S010,3,78.0,Trial
T05982,2022-05-22,F005,S011,1,28.0,Non-Member
T05983,2022-01-12,F001,S013,3,105.0,Member
T05984,2022-05-14,F006,S023,3,74.97,Member
T05985,2022-12-12,F001,S017,1,90.0,Trial
T05986,2022-04-29,F004,S002,1,,
T05987,2022-09-10,F007,S008,3,66.0,Non-Member
T05988,2022-08-22,F003,S006,1,25.0,Trial
T05989,2022-04-24,F007,S020,2,40.0,Member
T05990,2022-05-15,F004,S005,3,90.0,Trial
T05991,2022-01-23,F006,S019,1,1299.0,Member
T05992,2022-05-14,F008,S008,2,44.0,Non-Member
T05993,2022-06-17,F003,S006,2,50.0,Trial
T05994,2022-05-14,F004,S002,2,56.0,Non-Member
T05995,2022-10-16,F008,S007,2,70.0,Trial
T05996,2022-02-19,F004,S022,3,13.5,Trial
T05997,2022-11-11,F007,S010,1,26.0,Trial
T05998,2022-01-31,F007,S002,3,84.0,Member
T05999,2022-11-09,F009,S020,3,60.0,Trial
T06000,2022-03-22,F008,S009,1,24.0,Trial
T06001,2022-02-15,F005,S021,3,25.5,Non-Member
T06002,2022-02-28,F007,S010,1,26.0,Member
T06003,2022-11-08,F002,S023,1,24.99,Trial
T06004,2022-07-07,F007,S010,3,78.0,Member
T06005,2022-11-25,F003,S023,2,49.98,Trial
T06006,2022-03-30,F007,S002,1,28.0,Trial
T06007,2022-03-07,F009,S025,3,135.0,Non-Member
T06008,2022-03-27,F004,S017,2,180.0,Non-Member
T06009,2022-07-04,F008,S020,3,60.0,
T06010,2022-10-03,F006,S019,1,1299.0,Trial
T06011,2022-07-08,F009,S019,1,1299.0,Non-Member
T06012,2022-03-21,F006,S003,3,60.0,Trial
T06013,2022-05-23,F008,S011,1,28.0,Trial
T06014,2022-11-15,F008,S015,2,90.0,Trial
T06015,2022-07-07,F006,S004,1,25.0,Trial
T06016,2022-08-12,F004,S018,1,129.0,Non-Member
T06017,2023-08-08,F008,S014,2,150.0,Trial
T06018,2023-08-21,F001,S007,1,35.0,Member
T06019,2023-02-10,F003,S005,3,90.0,Member
T06020,2023-05-06,F004,S021,3,25.5,Trial
T06021,2023-07-02,F004,S021,3,25.5,Trial
T06022,2023-04-02,F002,S010,2,52.0,Non-Member
T06023,2023-06-21,F005,S022,2,9.0,Trial
T06024,2023-05-28,F009,S017,3,270.0,Non-Member
T06025,2023-11-13,F007,S017,1,90.0,Non-Member
T06026,2023-07-05,F003,S012,2,56.0,Non-Member
T06027,2023-01-19,F004,S011,3,84.0,Non-Member
T06028,2023-06-23,F003,S003,2,40.0,Member
T06029,2023-09-08,F004,S022,2,9.0,Trial
T06030,2023-08-04,F001,S014,3,,Non-Member
T06031,2023-05-11,F008,S004,2,50.0,Trial
T06032,2023-06-14,F007,S004,1,25.0,Member
T06033,2023-12-07,F002,S002,1,28.0,Member
T06034,2023-03-25,F003,S004,3,75.0,
T06035,2023-04-18,F006,S012,1,28.0,Non-Member
T06036,2023-02-19,F007,S020,3,60.0,Non-Member
T06037,2023-03-11,F004,S005,3,90.0,Trial
T06038,2023-05-13,F002,S009,1,24.0,Non-Member
T06039,2023-07-29,F004,S021,1,,Trial
T06040,2023-03-07,F002,S010,2,52.0,Trial
T06041,2023-04-14,F008,S004,2,50.0,Member
T06042,2023-05-17,F006,S004,3,75.0,Trial
T06043,2023-09-08,F009,S015,2,90.0,Member
T06044,2023-02-10,F002,S021,2,17.0,Member
T06045,2023-04-17,F003,S014,3,225.0,Trial
T06046,2023-04-06,F004,S006,3,75.0,Trial
T06047,2023-04-08,F006,S012,2,56.0,Trial
T06048,2023-11-09,F001,S007,1,35.0,Trial
T06049,2023-10-16,F004,S003,1,,Trial
T06050,2023-08-16,F002,S019,1,1299.0,Trial
T06051,2023-05-07,F003,S007,3,105.0,Member
T06052,2023-07-01,F005,S011,2,56.0,Non-Member
T06053,2023-08-21,F009,S024,2,12.0,Trial
T06054,2023-11-24,F003,S021,2,17.0,Member
T06055,2023-04-04,F004,S011,2,56.0,
T06056,2023-01-12,F004,S001,3,66.0,Trial
T06057,2023-09-18,F002,S020,3,60.0,Trial
T06058,2023-01-07,F008,S023,3,74.97,Trial
T06059,2023-09-11,F007,S019,1,1299.0,Non-Member
T06060,2023-12-08,F009,S004,3,75.0,Member
T06061,2023-11-18,F005,S018,1,129.0,Trial
T06062,2023-05-20,F007,S004,1,25.0,Non-Member
T06063,2023-12-04,F002,S020,3,60.0,Member
T06064,2023-01-19,F003,S010,1,26.0,Trial
T06065,2023-06-22,F002,S016,2,160.0,Trial
T06066,2023-04-22,F008,S007,2,70.0,Non-Member
T06067,2023-04-14,F003,S016,1,80.0,Non-Member
T06068,2023-09-16,F007,S014,2,150.0,
T06069,2023-09-30,F006,S018,1,129.0,Trial
T06070,2023-04-19,F002,S003,2,40.0,Non-Member
T06071,2023-02-04,F001,S023,3,74.97,Trial
T06072,2023-07-01,F002,S010,3,78.0,Trial
T06073,2023-08-25,F004,S020,2,,Trial
T06074,2023-12-17,F005,S024,1,6.0,Member
T06075,2023-01-10,F006,S012,2,56.0,Trial
T06076,2023-02-03,F001,S007,3,,Member
T06077,2023-12-05,F003,S015,2,90.0,Trial
T06078,2023-01-22,F009,S021,3,25.5,Trial
T06079,2023-10-08,F007,S020,2,40.0,Non-Member
T06080,2023-06-19,F009,S010,1,26.0,Trial
T06081,2023-03-24,F004,S004,2,50.0,Trial
T06082,2023-06-20,F003,S024,1,,Non-Member
T06083,2023-06-26,F009,S014,1,75.0,Trial
T06084,2023-03-13,F001,S025,3,,Member
T06085,2023-10-10,F001,S022,2,9.0,Member
T06086,2023-12-01,F002,S011,1,28.0,Trial
T06087,2023-02-23,F005,S001,2,44.0,Member
T06088,2023-10-13,F006,S001,3,66.0,
T06089,2023-12-27,F004,S022,2,9.0,Trial
T06090,2023-11-19,F005,S023,1,24.99,Trial
T06091,2023-04-23,F007,S009,1,24.0,Non-Member
T06092,2023-03-29,F007,S010,2,52.0,Non-Member
T06093,2023-06-13,F005,S023,1,24.99,Non-Member
T06094,2023-05-27,F006,S007,3,105.0,Trial
T06095,2023-01-07,F005,S005,2,60.0,Member
T06096,2023-10-02,F002,S015,2,90.0,Trial
T06097,2023-03-12,F006,S022,1,4.5,Trial
T06098,2023-09-28,F006,S025,3,135.0,Non-Member
T06099,2023-08-20,F007,S017,1,90.0,Member
T06100,2023-10-19,F002,S018,1,129.0,Member
T06101,2023-03-26,F003,S010,2,52.0,Trial
T06102,2023-03-04,F005,S006,3,75.0,Member
T06103,2023-11-06,F008,S001,1,22.0,Member
T06104,2023-11-08,F008,S019,1,,Member
T06105,2023-11-07,F007,S022,1,4.5,Trial
T06106,2023-02-21,F006,S020,1,20.0,Member
T06107,2023-08-29,F006,S021,1,8.5,Non-Member
T06108,2023-03-02,F008,S002,1,28.0,Trial
T06109,2023-04-15,F004,S016,3,240.0,Trial
T06110,2023-01-01,F009,S013,1,35.0,Trial
T06111,2023-11-28,F004,S015,2,,Trial
T06112,2023-10-09,F008,S006,2,50.0,Non-Member
T06113,2023-08-28,F002,S016,1,80.0,Member
T06114,2023-12-17,F002,S011,1,28.0,Non-Member
T06115,2023-04-27,F001,S001,1,22.0,Non-Member
T06116,2023-06-22,F007,S019,1,1299.0,Trial
T06117,2023-05-20,F008,S025,2,90.0,Member
T06118,2023-04-08,F004,S003,1,,Trial
T06119,2023-02-16,F007,S017,1,90.0,Trial
T06120,2023-10-04,F005,S006,1,25.0,Trial
T06121,2023-12-02,F007,S007,1,35.0,Trial
T06122,2023-06-04,F004,S001,3,66.0,Member
T06123,2023-04-16,F005,S023,3,74.97,Member
T06124,2023-05-07,F002,S012,2,56.0,Trial
T06125,2023-04-11,F007,S014,2,150.0,Member
T06126,2023-04-17,F007,S010,2,52.0,
T06127,2023-06-18,F002,S024,2,12.0,Trial
T06128,2023-03-28,F003,S017,3,270.0,Non-Member
T06129,2023-04-19,F003,S011,3,84.0,Non-Member
T06130,2023-06-08,F009,S022,2,,
T06131,2023-11-01,F008,S025,3,135.0,Non-Member
T06132,2023-12-31,F005,S020,2,40.0,Trial
T06133,2023-08-13,F008,S011,3,84.0,Non-Member
T06134,2023-11-25,F004,S012,1,,Member
T06135,2023-12-09,F008,S001,3,66.0,Trial
T06136,2023-05-31,F001,S014,2,150.0,Member
T06137,2023-03-15,F004,S023,3,74.97,Member
T06138,2023-06-15,F005,S002,1,28.0,Trial
T06139,2023-05-14,F008,S017,1,90.0,Member
T06140,2023-08-20,F006,S001,1,22.0,Trial
T06141,2023-04-11,F003,S016,3,240.0,Member
T06142,2023-04-08,F005,S019,1,1299.0,Member
T06143,2023-05-10,F002,S001,3,66.0,Trial
T06144,2023-03-06,F007,S020,3,60.0,Trial
T06145,2023-04-13,F007,S010,1,26.0,Trial
T06146,2023-03-20,F002,S006,2,50.0,Trial
T06147,2023-12-17,F006,S010,1,26.0,Trial
T06148,2023-09-07,F007,S017,3,270.0,Trial
T06149,2023-11-09,F007,S016,3,240.0,Trial
T06150,2023-07-19,F008,S021,1,8.5,Trial
T06151,2023-11-02,F009,S014,3,225.0,Non-Member
T06152,2023-01-03,F002,S023,1,24.99,Non-Member
T06153,2023-04-23,F003,S016,3,240.0,Non-Member
T06154,2023-02-18,F008,S001,1,22.0,Trial
T06155,2023-12-08,F008,S004,3,75.0,Trial
T06156,2023-02-06,F005,S020,2,40.0,Member
T06157,2023-10-04,F006,S004,2,50.0,Trial
T06158,2023-07-01,F007,S004,2,50.0,Member
T06159,2023-04-17,F009,S010,3,78.0,Trial
T06160,2023-12-20,F003,S013,1,35.0,Trial
T06161,2023-09-21,F003,S006,3,75.0,Trial
T06162,2023-10-17,F006,S023,2,49.98,Member
T06163,2023-06-07,F002,S025,1,45.0,Trial
T06164,2023-07-15,F002,S022,2,9.0,Non-Member
T06165,2023-11-14,F004,S006,3,75.0,Trial
T06166,2023-08-20,F009,S020,1,20.0,Trial
T06167,2023-01-23,F007,S019,1,1299.0,Member
T06168,2023-04-08,F001,S023,1,24.99,Trial
T06169,2023-09-05,F002,S003,1,20.0,Member
T06170,2023-03-12,F008,S007,1,35.0,Non-Member
T06171,2023-04-30,F009,S021,2,17.0,
T06172,2023-12-26,F002,S023,3,74.97,Non-Member
T06173,2023-10-31,F003,S002,2,56.0,Non-Member
T06174,2023-03-17,F004,S002,1,28.0,Non-Member
T06175,2023-07-10,F009,S005,1,30.0,Non-Member
T06176,2023-10-23,F009,S020,3,60.0,Trial
T06177,2023-02-04,F002,S023,1,24.99,Non-Member
T06178,2023-11-17,F008,S025,3,135.0,Trial
T06179,2023-05-05,F009,S022,2,9.0,Non-Member
T06180,2023-08-13,F009,S015,2,90.0,
T06181,2023-10-01,F003,S008,2,44.0,Member
T06182,2023-11-22,F009,S023,2,49.98,Non-Member
T06183,2023-03-08,F007,S025,2,90.0,Trial
T06184,2023-02-23,F005,S009,3,72.0,Trial
T06185,2023-09-18,F007,S011,2,56.0,Trial
T06186,2023-04-12,F001,S013,1,35.0,Member
T06187,2023-07-15,F009,S003,2,40.0,Trial
T06188,2023-10-17,F002,S019,1,1299.0,Trial
T06189,2023-03-14,F001,S006,3,75.0,Member
T06190,2023-02-02,F004,S001,1,22.0,Trial
T06191,2023-05-02,F004,S019,1,1299.0,Member
T06192,2023-05-29,F002,S019,1,1299.0,Member
T06193,2023-02-08,F008,S019,1,1299.0,Trial
T06194,2023-05-08,F004,S001,3,66.0,Trial
T06195,2023-01-01,F008,S025,2,90.0,Trial
T06196,2023-01-28,F005,S010,1,,Non-Member
T06197,2023-08-14,F002,S019,1,1299.0,Non-Member
T06198,2023-10-20,F009,S021,1,8.5,Non-Member
T06199,2023-12-28,F009,S009,3,72.0,Trial
T06200,2023-02-27,F007,S003,3,60.0,Trial
T06201,2023-10-31,F004,S022,2,9.0,Non-Member
T06202,2023-05-20,F001,S017,3,270.0,Trial
T06203,2023-02-28,F007,S008,1,22.0,Non-Member
T06204,2023-09-17,F002,S007,2,70.0,
T06205,2023-06-13,F008,S023,3,74.97,Trial
T06206,2023-02-09,F001,S008,2,44.0,Trial
T06207,2023-03-23,F003,S014,3,225.0,Trial
T06208,2023-11-04,F005,S004,3,75.0,Trial
T06209,2023-03-07,F006,S018,1,129.0,Non-Member
T06210,2023-09-27,F006,S003,2,40.0,Non-Member
T06211,2023-06-11,F008,S017,1,90.0,Member
T06212,2023-07-30,F005,S025,2,90.0,Trial
T06213,2023-07-30,F009,S009,2,48.0,Member
T06214,2023-04-08,F003,S022,3,13.5,Member
T06215,2023-02-21,F001,S006,3,75.0,Member
T06216,2023-06-23,F009,S025,3,135.0,Trial
T06217,2023-12-17,F002,S004,3,75.0,Trial
T06218,2023-09-27,F002,S004,1,25.0,Member
T06219,2023-05-27,F007,S002,1,28.0,Non-Member
