TransactionID,Date,BranchID,ProductID,Quantity,Revenue,CustomerType
T05609,2023-07-07,B009,P006,4,67.96,
T05610,2023-08-04,B003,P012,5,99.94999999999999,Member
T05611,2023-08-09,B003,P001,1,18.99,Non-Member
T05612,2023-12-28,B007,P007,5,114.94999999999999,Online
T05613,2023-11-21,B007,P029,3,56.97,Online
T05614,2023-02-06,B005,P019,4,,Online
T05615,2023-06-11,B010,P016,5,104.94999999999999,Non-Member
T05616,2023-02-23,B009,P030,2,50.0,Online
T05617,2023-10-22,B009,P023,3,44.97,Member
T05618,2023-05-12,B010,P030,5,125.0,Online
T05619,2023-01-18,B010,P024,5,69.95,Online
T05620,2023-06-10,B001,P028,3,26.97,Non-Member
T05621,2023-03-15,B007,P025,4,319.96,Online
T05622,2023-04-21,B003,P005,2,53.98,Online
T05623,2023-07-15,B002,P005,1,26.99,Non-Member
T05624,2023-10-08,B010,P023,5,74.95,
T05625,2023-12-05,B002,P011,5,119.94999999999999,Online
T05626,2023-10-15,B006,P008,3,53.97,Member
T05627,2023-01-03,B002,P006,4,67.96,Online
T05628,2023-12-24,B003,P005,2,53.98,Online
T05629,2023-09-12,B005,P006,2,33.98,Online
T05630,2023-07-23,B008,P024,5,69.95,
T05631,2023-02-02,B009,P025,5,399.95,Non-Member
T05632,2023-03-07,B004,P015,5,129.95,Online
T05633,2023-01-30,B006,P022,5,59.95,
T05634,2023-02-04,B007,P017,1,19.99,Online
T05635,2023-12-24,B002,P024,2,27.98,Online
T05636,2023-10-22,B006,P013,3,56.97,Online
T05637,2023-10-22,B010,P018,3,269.96999999999997,Online
T05638,2023-01-13,B006,P017,4,79.96,Online
T05639,2023-11-16,B005,P019,4,59.96,Non-Member
T05640,2023-12-14,B009,P008,1,17.99,Online
T05641,2023-03-20,B004,P013,1,18.99,Member
T05642,2023-10-06,B001,P019,2,29.98,Online
T05643,2023-02-12,B007,P013,2,37.98,Member
T05644,2023-02-20,B007,P011,3,71.97,Online
T05645,2023-08-19,B009,P014,3,74.97,
T05646,2023-09-13,B009,P013,3,56.97,Online
T05647,2023-07-03,B008,P012,1,19.99,Non-Member
T05648,2023-05-11,B008,P014,3,74.97,Member
T05649,2023-01-04,B001,P013,5,94.94999999999999,Online
T05650,2023-06-22,B009,P026,4,63.96,Non-Member
T05651,2023-05-30,B001,P012,1,19.99,Online
T05652,2023-07-15,B006,P009,3,62.97,Member
T05653,2023-03-20,B003,P029,3,56.97,
T05654,2023-05-14,B002,P025,5,399.95,Online
T05655,2023-06-01,B001,P005,2,53.98,
T05656,2023-09-28,B007,P030,5,125.0,Online
T05657,2023-01-09,B009,P025,2,159.98,Online
T05658,2023-08-29,B001,P024,1,13.99,Online
T05659,2023-01-11,B004,P014,2,49.98,Member
T05660,2023-11-15,B005,P026,3,47.97,Non-Member
T05661,2023-04-19,B009,P021,4,55.96,Member
T05662,2023-03-30,B001,P026,3,47.97,Member
T05663,2023-10-04,B010,P024,5,69.95,Non-Member
T05664,2023-01-16,B010,P025,3,239.96999999999997,Member
T05665,2023-04-19,B005,P022,5,59.95,Member
T05666,2023-10-26,B007,P021,1,13.99,Online
T05667,2023-11-02,B008,P028,5,44.95,Online
T05668,2023-03-11,B005,P011,2,47.98,Online
T05669,2023-02-26,B004,P012,4,79.96,Online
T05670,2023-09-27,B001,P010,3,65.97,Member
T05671,2023-08-26,B004,P012,4,79.96,Online
T05672,2023-06-03,B009,P001,5,94.94999999999999,Online
T05673,2023-09-13,B004,P019,3,44.97,Member
T05674,2023-06-22,B010,P027,5,64.95,Member
T05675,2023-03-13,B007,P001,2,37.98,Online
T05676,2023-05-19,B003,P021,1,13.99,Non-Member
T05677,2023-02-16,B006,P030,5,125.0,Non-Member
T05678,2023-06-20,B009,P009,5,104.94999999999999,Member
T05679,2023-08-28,B004,P028,3,26.97,Non-Member
T05680,2023-01-21,B004,P004,5,109.94999999999999,Online
T05681,2023-12-07,B008,P016,3,62.97,Online
T05682,2023-08-24,B006,P020,3,38.97,Member
T05683,2023-12-03,B005,P003,5,99.94999999999999,Online
T05684,2023-05-17,B009,P024,2,27.98,Non-Member
T05685,2023-01-02,B009,P017,2,39.98,Online
T05686,2023-11-25,B009,P028,4,35.96,Online
T05687,2023-02-24,B010,P014,2,49.98,Non-Member
T05688,2023-11-28,B004,P006,4,67.96,Member
T05689,2023-11-26,B006,P024,5,69.95,Online
T05690,2023-11-15,B005,P006,4,67.96,
T05691,2023-09-04,B005,P030,5,125.0,Non-Member
T05692,2023-02-20,B008,P007,1,22.99,Online
T05693,2023-07-26,B003,P027,5,64.95,Non-Member
T05694,2023-12-03,B002,P012,1,19.99,Member
T05695,2023-08-28,B009,P017,2,39.98,Online
T05696,2023-03-17,B007,P027,3,38.97,Online
T05697,2023-10-16,B005,P014,5,124.94999999999999,Member
T05698,2023-08-04,B003,P008,2,35.98,Online
T05699,2023-03-15,B004,P021,4,55.96,Member
T05700,2023-08-19,B010,P017,5,99.94999999999999,Member
T05701,2023-03-19,B003,P008,4,71.96,Member
T05702,2023-01-19,B007,P011,3,71.97,Online
T05703,2023-01-29,B009,P009,4,83.96,Online
T05704,2023-10-25,B006,P023,3,44.97,
T05705,2023-11-18,B008,P014,4,99.96,Online
T05706,2023-06-10,B004,P019,5,74.95,Member
T05707,2023-10-06,B009,P020,1,12.99,Online
T05708,2023-04-18,B008,P017,1,19.99,Online
T05709,2023-10-26,B002,P011,4,95.96,Member
T05710,2023-10-13,B010,P010,3,65.97,Online
T05711,2023-03-27,B007,P027,5,64.95,Non-Member
T05712,2023-09-16,B005,P018,5,449.95,Online
T05713,2023-07-30,B004,P017,1,19.99,Non-Member
T05714,2023-01-09,B008,P013,1,18.99,Non-Member
T05715,2023-05-02,B010,P013,1,18.99,Non-Member
T05716,2023-02-28,B010,P001,3,56.97,Member
T05717,2023-10-08,B009,P004,2,43.98,Online
T05718,2023-12-02,B002,P017,2,39.98,Member
T05719,2023-11-29,B008,P001,4,75.96,Online
T05720,2023-11-02,B001,P028,1,8.99,Member
T05721,2023-08-21,B010,P005,2,53.98,Online
T05722,2023-03-17,B010,P018,2,179.98,Online
T05723,2023-10-11,B010,P029,2,37.98,Non-Member
T05724,2023-05-21,B009,P022,4,47.96,
T05725,2023-11-08,B008,P030,1,25.0,Non-Member
T05726,2023-06-11,B001,P014,4,99.96,Online
T05727,2023-08-24,B009,P020,4,51.96,Non-Member
T05728,2023-04-08,B006,P012,4,79.96,Member
T05729,2023-09-07,B008,P008,1,17.99,
T05730,2023-12-03,B004,P004,3,65.97,Online
T05731,2023-06-24,B001,P022,3,35.97,Online
T05732,2023-12-13,B001,P012,2,,Member
T05733,2023-09-26,B008,P020,5,64.95,Non-Member
T05734,2023-09-22,B005,P023,3,44.97,Online
T05735,2023-01-23,B005,P012,5,99.94999999999999,
T05736,2023-02-23,B002,P010,1,21.99,Online
T05737,2023-09-05,B001,P021,1,13.99,Non-Member
T05738,2023-04-27,B006,P028,1,8.99,Non-Member
T05739,2023-07-25,B009,P015,1,25.99,Online
T05740,2023-11-18,B007,P027,5,64.95,Member
T05741,2023-01-20,B010,P021,4,55.96,
T05742,2023-11-13,B008,P018,1,,Non-Member
T05743,2023-04-29,B005,P026,3,47.97,Online
T05744,2023-08-07,B009,P010,3,65.97,Online
T05745,2023-08-31,B010,P026,3,47.97,Member
T05746,2023-04-29,B007,P024,4,55.96,Online
T05747,2023-01-12,B002,P014,2,49.98,Non-Member
T05748,2023-11-10,B006,P016,2,41.98,Online
T05749,2023-09-17,B004,P028,1,8.99,Online
T05750,2023-10-26,B008,P012,4,79.96,Non-Member
T05751,2023-11-04,B003,P022,4,47.96,Non-Member
T05752,2023-02-23,B009,P013,5,94.94999999999999,Non-Member
T05753,2023-12-30,B001,P005,5,134.95,Member
T05754,2023-06-19,B009,P012,3,59.97,Non-Member
T05755,2023-04-27,B004,P006,3,50.97,Member
T05756,2023-07-12,B006,P003,5,99.94999999999999,Online
T05757,2023-11-17,B005,P018,2,179.98,Online
T05758,2023-07-19,B001,P015,2,51.98,Online
T05759,2023-05-30,B007,P028,4,35.96,Online
T05760,2023-07-19,B003,P024,1,13.99,Online
T05761,2023-11-20,B010,P012,5,99.94999999999999,
T05762,2023-11-29,B002,P030,4,100.0,Online
T05763,2023-11-09,B002,P014,1,24.99,Online
T05764,2023-01-02,B006,P001,2,37.98,
T05765,2023-02-09,B009,P022,1,11.99,
T05766,2023-10-17,B009,P003,3,59.97,Member
T05767,2023-04-27,B005,P027,3,38.97,Online
T05768,2023-07-17,B001,P023,5,74.95,Online
T05769,2023-10-15,B004,P023,4,59.96,Online
T05770,2023-05-28,B001,P024,2,27.98,Non-Member
T05771,2023-10-02,B007,P010,2,43.98,Non-Member
T05772,2023-01-15,B003,P014,3,74.97,Member
T05773,2023-10-22,B010,P013,2,37.98,Member
T05774,2023-10-13,B004,P014,4,99.96,Online
T05775,2023-08-24,B002,P020,4,51.96,Online
T05776,2023-07-31,B007,P003,1,19.99,Non-Member
T05777,2023-06-10,B007,P030,2,50.0,
T05778,2023-03-31,B001,P005,2,53.98,Non-Member
T05779,2023-12-15,B004,P009,5,104.94999999999999,Member
T05780,2023-02-07,B004,P024,4,55.96,Online
T05781,2023-10-11,B004,P029,4,75.96,Online
T05782,2023-07-03,B010,P024,1,13.99,Member
T05783,2023-08-31,B008,P020,1,12.99,Online
T05784,2023-03-18,B005,P009,4,83.96,
T05785,2023-05-21,B005,P001,5,94.94999999999999,Non-Member
T05786,2023-04-19,B004,P025,3,239.96999999999997,Member
T05787,2023-08-23,B005,P028,4,35.96,Online
T05788,2023-08-11,B005,P005,4,107.96,
T05789,2023-02-26,B009,P013,2,37.98,Online
T05790,2023-03-07,B007,P007,1,22.99,Online
T05791,2023-11-26,B007,P029,5,94.94999999999999,Online
T05792,2023-07-02,B010,P025,2,159.98,Non-Member
T05793,2023-09-06,B008,P013,3,56.97,Member
T05794,2023-06-02,B010,P002,1,24.99,Non-Member
T05795,2023-10-08,B006,P001,2,37.98,Online
T05796,2023-06-25,B002,P024,2,27.98,Online
T05797,2023-05-28,B005,P029,5,94.94999999999999,
T05798,2023-09-04,B003,P006,5,,Non-Member
T05799,2023-10-21,B001,P010,4,87.96,
T05800,2023-04-30,B002,P009,3,62.97,Online
T05801,2023-07-13,B002,P012,4,79.96,Online
T05802,2023-10-25,B004,P005,3,80.97,Member
T05803,2023-02-28,B005,P023,5,,Online
T05804,2023-09-27,B009,P015,5,129.95,Online
T05805,2023-04-20,B002,P005,1,26.99,Online
T05806,2023-01-08,B010,P011,3,71.97,Non-Member
T05807,2023-08-14,B008,P021,4,55.96,Online
T05808,2023-02-18,B009,P007,1,22.99,Online
T05809,2023-09-15,B001,P002,1,24.99,Online
T05810,2023-05-05,B002,P010,2,43.98,Member
T05811,2023-06-16,B002,P003,3,59.97,Non-Member
T05812,2023-08-10,B008,P018,4,359.96,Non-Member
T05813,2023-11-20,B002,P026,1,15.99,Online
T05814,2023-10-08,B002,P018,4,359.96,
T05815,2023-01-24,B010,P022,4,47.96,Online
T05816,2023-08-05,B005,P005,3,80.97,Online
T05817,2023-01-28,B007,P021,5,69.95,Member
T05818,2023-03-15,B007,P027,5,64.95,Non-Member
T05819,2023-05-06,B002,P012,3,59.97,Non-Member
T05820,2023-12-28,B004,P001,4,75.96,Member
T05821,2023-01-28,B003,P007,1,22.99,Non-Member
T05822,2023-09-15,B007,P028,3,26.97,Online
T05823,2023-12-23,B001,P022,3,35.97,Non-Member
T05824,2023-03-28,B005,P024,1,13.99,Member
T05825,2023-05-29,B003,P001,4,75.96,Online
T05826,2023-09-03,B001,P004,3,65.97,Member
T05827,2023-05-12,B006,P024,5,69.95,Non-Member
T05828,2023-01-10,B002,P028,4,35.96,Online
T05829,2023-05-08,B004,P028,5,44.95,Non-Member
T05830,2023-03-07,B003,P028,2,17.98,Online
T05831,2023-01-20,B001,P011,2,47.98,Non-Member
T05832,2023-04-05,B003,P002,3,74.97,Online
T05833,2023-03-13,B001,P004,5,109.94999999999999,Member
T05834,2023-02-08,B002,P025,2,159.98,Online
T05835,2023-10-01,B005,P007,2,45.98,
T05836,2023-04-09,B004,P021,2,27.98,Online
T05837,2023-04-03,B009,P013,1,18.99,Non-Member
T05838,2023-03-23,B004,P024,5,69.95,Online
T05839,2023-06-21,B007,P022,3,35.97,Online
T05840,2023-03-06,B004,P010,2,43.98,Online
T05841,2023-06-02,B005,P020,4,51.96,Online
T05842,2023-01-03,B003,P009,5,104.94999999999999,Online
T05843,2023-08-08,B004,P009,2,41.98,Member
T05844,2023-10-26,B006,P008,4,71.96,Online
T05845,2023-11-22,B008,P021,2,27.98,Online
T05846,2023-12-05,B010,P018,3,269.96999999999997,Non-Member
T05847,2023-11-15,B008,P027,2,25.98,Online
T05848,2023-07-27,B002,P011,2,47.98,Online
T05849,2023-07-26,B006,P027,3,38.97,Member
T05850,2023-05-17,B008,P025,4,319.96,Non-Member
T05851,2023-07-09,B004,P028,5,44.95,Member
T05852,2023-11-14,B007,P014,3,74.97,Member
T05853,2023-05-17,B008,P026,3,,Non-Member
T05854,2023-05-08,B007,P028,5,44.95,Online
T05855,2023-03-23,B005,P029,4,75.96,Online
T05856,2023-07-21,B007,P024,3,41.97,Non-Member
T05857,2023-06-23,B004,P018,5,449.95,Online
T05858,2023-03-07,B010,P018,3,269.96999999999997,Non-Member
T05859,2023-03-20,B005,P007,4,91.96,Online
T05860,2023-10-31,B003,P010,1,21.99,Online
T05861,2023-09-01,B002,P006,4,,Online
T05862,2023-04-11,B009,P030,2,50.0,Online
T05863,2023-05-19,B004,P022,3,35.97,Online
T05864,2023-10-08,B006,P017,4,79.96,Non-Member
T05865,2023-12-09,B010,P001,4,75.96,Member
T05866,2023-07-21,B009,P005,3,,Online
T05867,2023-10-30,B004,P020,5,64.95,Member
T05868,2023-08-01,B002,P012,2,39.98,Member
T05869,2023-02-21,B007,P029,5,94.94999999999999,Non-Member
T05870,2023-12-22,B008,P003,1,19.99,Non-Member
T05871,2023-01-12,B008,P026,2,31.98,Online
T05872,2023-03-08,B007,P002,4,99.96,Non-Member
T05873,2023-01-03,B002,P009,5,104.94999999999999,Online
T05874,2023-09-04,B009,P029,1,18.99,Non-Member
T05875,2023-07-17,B005,P019,2,,Member
T05876,2023-03-09,B002,P010,4,87.96,Non-Member
T05877,2023-10-31,B005,P026,4,63.96,Online
T05878,2023-04-05,B006,P021,3,41.97,Non-Member
T05879,2023-10-24,B003,P013,3,56.97,Online
T05880,2023-07-27,B004,P030,2,50.0,Member
T05881,2023-08-24,B003,P024,5,,Online
T05882,2023-01-06,B004,P013,5,94.94999999999999,
T05883,2023-09-16,B002,P022,1,,Non-Member
T05884,2023-11-25,B007,P023,4,59.96,Online
T05885,2023-10-18,B008,P003,5,99.94999999999999,Online
T05886,2023-08-20,B001,P014,5,124.94999999999999,Non-Member
T05887,2023-04-22,B006,P008,5,89.94999999999999,Member
T05888,2023-01-17,B002,P013,1,18.99,Non-Member
T05889,2023-06-29,B010,P001,1,18.99,Online
T05890,2023-05-07,B010,P020,3,38.97,Member
T05891,2023-02-11,B004,P008,2,35.98,Online
T05892,2023-05-20,B004,P016,4,83.96,Online
T05893,2023-12-03,B004,P022,3,35.97,
T05894,2023-05-25,B001,P027,5,64.95,Online
T05895,2023-02-15,B001,P003,4,79.96,Online
T05896,2023-11-04,B004,P002,1,24.99,Online
T05897,2023-10-06,B002,P004,4,87.96,Member
T05898,2023-05-25,B010,P021,5,69.95,Member
T05899,2023-01-13,B001,P028,3,26.97,Non-Member
T05900,2023-01-20,B003,P017,5,99.94999999999999,Online
T05901,2023-08-02,B002,P013,5,94.94999999999999,Member
T05902,2023-02-07,B010,P020,1,12.99,Non-Member
T05903,2023-05-30,B003,P004,2,43.98,Online
T05904,2023-09-14,B006,P010,5,109.94999999999999,Online
T05905,2023-03-21,B001,P007,3,68.97,Non-Member
T05906,2023-02-08,B007,P002,4,99.96,
T05907,2023-09-06,B010,P004,2,43.98,Online
T05908,2023-01-31,B002,P011,4,95.96,Member
T05909,2023-12-26,B002,P026,4,63.96,Member
T05910,2023-04-15,B003,P026,1,15.99,Online
T05911,2023-01-09,B003,P010,4,87.96,Member
T05912,2023-03-24,B009,P018,1,89.99,Online
T05913,2023-02-17,B002,P005,5,134.95,Online
T05914,2023-11-20,B005,P011,2,47.98,Online
T05915,2023-12-23,B002,P025,5,399.95,Non-Member
T05916,2023-08-12,B008,P028,5,,Online
T05917,2023-09-09,B007,P010,4,87.96,
T05918,2023-11-06,B002,P008,5,89.94999999999999,Member
T05919,2023-01-20,B008,P010,5,109.94999999999999,Member
T05920,2023-12-03,B007,P004,5,,Online
T05921,2023-03-28,B004,P021,2,27.98,Member
T05922,2023-06-28,B005,P029,1,18.99,Member
T05923,2023-12-30,B004,P003,3,59.97,Non-Member
T05924,2023-06-19,B001,P014,5,124.94999999999999,Online
T05925,2023-12-05,B003,P013,1,18.99,Online
T05926,2023-10-08,B005,P027,3,38.97,Online
T05927,2023-03-27,B006,P006,4,67.96,Online
T05928,2023-02-08,B001,P005,3,,Online
T05929,2023-09-07,B002,P030,4,100.0,Online
T05930,2023-09-24,B009,P030,3,75.0,Online
T05931,2023-07-19,B010,P010,5,109.94999999999999,Non-Member
T05932,2023-01-30,B001,P012,1,19.99,Online
T05933,2023-08-10,B008,P012,4,79.96,Non-Member
T05934,2023-07-07,B006,P025,5,399.95,Online
T05935,2023-03-16,B003,P015,1,25.99,Online
T05936,2023-03-21,B007,P013,2,37.98,Online
T05937,2023-07-27,B006,P001,3,56.97,Online
T05938,2023-01-05,B008,P001,1,18.99,Member
T05939,2023-05-31,B005,P004,2,43.98,Member
T05940,2023-07-13,B009,P021,4,55.96,Non-Member
T05941,2023-05-14,B001,P026,5,79.95,Online
T05942,2023-02-22,B001,P001,4,,Online
T05943,2023-10-05,B010,P002,3,,Member
T05944,2023-09-06,B003,P018,2,179.98,Member
T05945,2023-08-30,B007,P006,2,33.98,Member
T05946,2023-03-04,B006,P028,2,17.98,Non-Member
T05947,2023-04-28,B003,P018,2,179.98,Non-Member
T05948,2023-03-31,B009,P005,3,80.97,Member
T05949,2023-10-02,B005,P016,3,62.97,Non-Member
T05950,2023-09-27,B004,P012,5,99.94999999999999,Online
T05951,2023-01-17,B001,P009,1,20.99,Member
T05952,2023-10-11,B005,P015,5,129.95,Member
T05953,2023-04-27,B006,P029,1,18.99,Member
T05954,2023-05-07,B006,P022,1,11.99,Online
T05955,2023-04-10,B006,P025,4,319.96,Non-Member
T05956,2023-03-26,B009,P019,2,29.98,Member
T05957,2023-08-12,B005,P004,3,65.97,Online
T05958,2023-10-12,B001,P020,4,51.96,
T05959,2023-01-15,B003,P030,5,125.0,Member
T05960,2023-02-07,B001,P029,3,56.97,Member
T05961,2023-11-15,B005,P030,3,75.0,Non-Member
T05962,2023-06-04,B002,P020,3,38.97,Non-Member
T05963,2023-09-19,B002,P030,3,75.0,Online
T05964,2023-08-29,B009,P014,4,99.96,Online
T05965,2023-11-18,B003,P018,1,89.99,Non-Member
T05966,2023-02-13,B009,P022,5,59.95,Non-Member
T05967,2023-01-12,B007,P008,3,53.97,Online
T05968,2023-10-14,B001,P022,2,23.98,Online
T05969,2023-10-13,B010,P025,1,79.99,
T05970,2023-02-19,B004,P027,5,64.95,Online
T05971,2023-05-09,B004,P027,4,51.96,Member
T05972,2023-06-13,B006,P018,3,,Online
T05973,2023-09-10,B006,P019,5,74.95,Online
T05974,2023-12-24,B001,P018,3,269.96999999999997,Non-Member
T05975,2023-10-22,B001,P027,4,51.96,Online
T05976,2023-10-18,B001,P023,3,44.97,
T05977,2023-03-20,B009,P020,5,64.95,Online
T05978,2023-01-08,B007,P003,1,19.99,Online
T05979,2023-06-19,B007,P015,2,51.98,Non-Member
T05980,2023-08-20,B005,P012,4,79.96,Member
T05981,2023-02-12,B007,P011,2,47.98,Online
T05982,2023-08-01,B002,P030,2,50.0,Online
T05983,2023-12-06,B009,P003,3,59.97,Member
T05984,2023-03-13,B006,P008,1,17.99,Online
T05985,2023-04-10,B008,P024,4,55.96,Non-Member
T05986,2023-11-24,B010,P028,4,35.96,Online
T05987,2023-05-18,B005,P015,4,103.96,Non-Member
T05988,2023-06-15,B001,P018,3,269.96999999999997,Non-Member
T05989,2023-05-04,B003,P029,3,56.97,Non-Member
T05990,2023-04-19,B005,P017,1,19.99,Member
T05991,2023-05-21,B002,P015,2,51.98,Online
T05992,2023-02-26,B006,P011,2,47.98,Online
T05993,2023-11-04,B002,P011,5,119.94999999999999,Online
T05994,2023-06-11,B008,P010,5,109.94999999999999,Member
T05995,2023-07-16,B003,P027,4,51.96,Online
T05996,2023-01-08,B003,P009,2,41.98,Online
T05997,2023-08-20,B001,P008,2,35.98,Non-Member
T05998,2023-12-03,B003,P020,3,38.97,Online
T05999,2023-07-03,B003,P030,2,50.0,Member
T06000,2023-06-14,B009,P030,2,50.0,
T06001,2023-04-26,B001,P009,1,20.99,Non-Member
T06002,2023-11-06,B007,P013,2,37.98,Member
T06003,2023-08-15,B003,P004,4,87.96,Online
T06004,2023-03-22,B010,P005,2,53.98,Member
T06005,2023-06-04,B002,P014,4,99.96,Non-Member
T06006,2023-03-03,B006,P022,2,23.98,Non-Member
T06007,2023-07-27,B007,P020,2,25.98,Online
T06008,2024-01-03,B007,P008,2,35.98,Online
T06009,2024-01-17,B004,P004,2,43.98,Non-Member
T06010,2024-09-13,B001,P010,5,109.94999999999999,Online
T06011,2024-01-04,B003,P005,1,26.99,Online
T06012,2024-02-18,B010,P002,1,24.99,Non-Member
T06013,2024-11-25,B004,P007,3,68.97,Non-Member
T06014,2024-09-07,B010,P016,1,20.99,Member
T06015,2024-01-02,B001,P021,1,13.99,Non-Member
T06016,2024-12-28,B010,P021,3,41.97,Online
T06017,2024-02-20,B007,P005,2,53.98,
T06018,2024-07-11,B005,P023,4,59.96,Member
T06019,2024-09-20,B006,P012,5,99.94999999999999,Online
T06020,2024-01-02,B008,P019,5,74.95,Non-Member
T06021,2024-04-26,B001,P010,3,65.97,
T06022,2024-03-10,B004,P003,4,79.96,Online
T06023,2024-08-26,B009,P025,1,79.99,Online
T06024,2024-06-18,B007,P010,4,87.96,Online
T06025,2024-05-05,B008,P001,1,18.99,Online
T06026,2024-06-29,B004,P022,5,59.95,Member
T06027,2024-02-11,B008,P016,4,83.96,Online
T06028,2024-12-30,B007,P011,1,23.99,Online
T06029,2024-03-31,B008,P021,4,55.96,Member
T06030,2024-03-05,B001,P026,5,79.95,Non-Member
T06031,2024-10-10,B002,P027,3,38.97,Online
T06032,2024-10-07,B001,P014,1,24.99,Member
T06033,2024-03-20,B003,P008,1,17.99,Member
T06034,2024-07-19,B008,P021,5,69.95,Online
T06035,2024-01-13,B007,P021,4,55.96,Online
T06036,2024-04-14,B006,P008,2,35.98,Non-Member
T06037,2024-04-11,B008,P004,5,109.94999999999999,Online
T06038,2024-10-26,B003,P003,2,39.98,Online
T06039,2024-11-21,B009,P024,3,41.97,Online
T06040,2024-07-31,B004,P030,4,100.0,Member
T06041,2024-02-12,B005,P028,2,17.98,
T06042,2024-04-08,B001,P002,1,24.99,Non-Member
T06043,2024-08-20,B006,P025,2,159.98,Non-Member
T06044,2024-05-04,B002,P007,2,45.98,Online
T06045,2024-08-11,B006,P020,5,64.95,Online
T06046,2024-07-13,B010,P007,2,45.98,Online
T06047,2024-10-01,B005,P004,4,87.96,Non-Member
T06048,2024-12-15,B008,P014,3,74.97,Member
T06049,2024-06-23,B004,P030,5,125.0,Non-Member
T06050,2024-01-22,B002,P004,3,65.97,Member
T06051,2024-07-17,B006,P006,4,67.96,Online
T06052,2024-05-29,B003,P014,4,99.96,Non-Member
T06053,2024-07-07,B002,P026,2,31.98,Online
T06054,2024-04-03,B005,P011,3,71.97,Non-Member
T06055,2024-05-07,B008,P027,3,38.97,Online
T06056,2024-06-09,B007,P020,4,51.96,Online
T06057,2024-05-13,B009,P015,5,129.95,Online
T06058,2024-10-28,B007,P006,2,33.98,Online
T06059,2024-10-22,B005,P023,3,44.97,Member
T06060,2024-01-12,B005,P014,2,49.98,Online
T06061,2024-01-03,B007,P019,2,29.98,Online
T06062,2024-06-16,B007,P018,3,269.96999999999997,Member
T06063,2024-03-14,B001,P028,4,35.96,Non-Member
T06064,2024-08-17,B007,P023,4,59.96,Non-Member
T06065,2024-11-01,B004,P024,3,41.97,Member
T06066,2024-11-10,B008,P019,2,29.98,
T06067,2024-12-16,B005,P028,2,17.98,Member
T06068,2024-03-08,B010,P004,3,65.97,Online
T06069,2024-12-02,B006,P029,1,18.99,Non-Member
T06070,2024-03-16,B004,P010,4,87.96,Online
T06071,2024-10-08,B001,P010,3,65.97,Online
T06072,2024-10-17,B008,P028,2,17.98,Online
T06073,2024-02-29,B009,P010,1,21.99,Online
T06074,2024-01-13,B004,P008,5,89.94999999999999,Non-Member
T06075,2024-02-17,B005,P015,5,129.95,Non-Member
T06076,2024-05-04,B004,P015,2,,Member
T06077,2024-10-17,B005,P011,1,23.99,Online
T06078,2024-09-06,B007,P025,4,319.96,Member
T06079,2024-07-21,B004,P014,2,49.98,Non-Member
T06080,2024-09-23,B007,P007,1,22.99,Member
T06081,2024-02-04,B003,P029,2,37.98,Member
T06082,2024-01-26,B009,P010,5,109.94999999999999,Online
T06083,2024-03-05,B007,P027,3,38.97,Non-Member
T06084,2024-04-14,B004,P014,4,99.96,Online
T06085,2024-01-12,B009,P006,5,84.94999999999999,Online
T06086,2024-09-12,B002,P023,2,29.98,Online
T06087,2024-01-05,B006,P021,3,41.97,Online
T06088,2024-08-10,B010,P005,1,26.99,Online
T06089,2024-08-02,B005,P019,1,,Member
T06090,2024-04-06,B003,P009,5,104.94999999999999,Online
T06091,2024-02-17,B010,P030,2,50.0,Online
T06092,2024-01-26,B001,P003,1,19.99,Online
T06093,2024-05-29,B007,P004,4,87.96,Online
T06094,2024-09-28,B001,P018,1,89.99,Non-Member
T06095,2024-09-25,B009,P019,1,14.99,Online
T06096,2024-05-10,B002,P002,3,74.97,Member
T06097,2024-05-19,B004,P003,3,59.97,Online
T06098,2024-07-16,B009,P011,1,23.99,Non-Member
T06099,2024-06-18,B004,P017,1,19.99,Online
T06100,2024-09-20,B004,P016,3,62.97,Online
T06101,2024-06-12,B006,P017,1,19.99,Non-Member
T06102,2024-01-22,B010,P021,1,13.99,Member
T06103,2024-07-25,B009,P030,3,75.0,Online
T06104,2024-05-24,B008,P004,4,87.96,Online
T06105,2024-10-08,B005,P002,1,24.99,Member
T06106,2024-03-20,B008,P026,1,15.99,Online
T06107,2024-11-06,B009,P023,5,,Non-Member
T06108,2024-09-04,B002,P014,1,24.99,Member
T06109,2024-07-06,B009,P030,4,100.0,Online
T06110,2024-09-21,B007,P004,1,21.99,Online
T06111,2024-07-16,B008,P012,5,99.94999999999999,Non-Member
T06112,2024-12-05,B004,P006,4,67.96,Member
T06113,2024-08-31,B001,P024,3,41.97,Member
T06114,2024-06-19,B009,P007,3,68.97,Non-Member
T06115,2024-05-10,B006,P021,5,69.95,Member
T06116,2024-10-28,B006,P014,3,74.97,Online
T06117,2024-12-27,B003,P018,3,269.96999999999997,Non-Member
T06118,2024-07-05,B004,P008,5,89.94999999999999,Non-Member
T06119,2024-05-24,B003,P013,4,75.96,Non-Member
T06120,2024-02-18,B008,P029,4,75.96,Online
T06121,2024-10-13,B001,P003,3,59.97,Online
T06122,2024-08-05,B007,P018,4,359.96,Non-Member
T06123,2024-01-03,B004,P001,2,37.98,Online
T06124,2024-04-14,B003,P029,4,75.96,Non-Member
T06125,2024-09-02,B007,P014,5,124.94999999999999,Non-Member
T06126,2024-05-10,B006,P003,3,59.97,Member
T06127,2024-03-25,B006,P005,5,134.95,Online
